url_path,views_total,views_unique
/peff74/ESP32_TFA_Drop_Rain_Gauge_Decoder,2,2
/peff74/ESP32_TFA_Drop_Rain_Gauge_Decoder/blob/main/TFA_Regenmesser.jpeg,1,1
/peff74/ESP32_TFA_Drop_Rain_Gauge_Decoder/issues,1,1
